content,labels
எந்த கொம்பனாலும் குறை சொல்ல முடியாத ஆட்சி! Dravida Munnetra Kazhagam fails Tamil Nadu,Opinionated
விருதுநகர் வேட்பாளர் கெளஷிக் அவர்களின் பரப்புரை...... Victory or Tamil Naduிருதுநகர் Tamil or related contentெளஷிக் People or related to people்களின்_சின்னம்_மைக் People or related to people்களின்_சின்னம்_ஒலிவாங்கி,Opinionated
~ : இந்தாம்மா சங்கியா நீ.. Tamil Nadu-relatedாஜக வா... fire rolling_on_the_floor_laughing face_with_hand_over_mouth Kanjamalai (place or related)்சாநிதி No vote to DMK Drug Mafia under DMK rule Dravida Munnetra Kazhagam fails Tamil Nadu Enforcement Directorate Raid,Sarcastic
"செல்ஃபி எடுக்க வந்த நபரை தப்பாக பேசிய சீமான் pleading_face Seeman, political leader ... via",Opinionated
யாருடா இவன்? பொறுக்கியா? Tamil (Short form for Tamil-related content)ிருட்டுதிமுக Tamil (Short form for Tamil-related content)ிருட்டு_பய_கூட்டம்,Neutral
திராவிடத்தை(திமுக )செருப்பால் அடித்து விரட்டுவோம் enraged_face enraged_face Dravida Munnetra Kazhagam fails Tamil Nadu Politics or communityாராயகம்பெனிதிமுக Tamil Nadu-relatedோதைகம்பெனிதிமுக,Negative
"""மோடியும் பாஜகவும் வீட்டிற்கும், நாட்டிற்கும் கேடு"" - கொந்தளித்து பேசிய முதல்வர் ஸ்டாலின் MK Stalin, Chief Minister of Tamil Nadu Dravida Munnetra Kazhagam Election Campaign Indian General Elections 2024 Thanthi TV News",Positive
"ஒன்று சேர்ந்த இரு பெரும் தூண்கள்..எம்.ஜி.ஆர் கருணாநிதி..ஈபிஎஸ் ,ஓபிஎஸ்.. ஒப்பிட்டு பேசிய அண்ணாமலை K. Annamalai, Tamil Nadu BJP President O. Panneerselvam, AIADMK Leader All India Anna Dravida Munnetra Kazhagam Edappadi K. Palaniswami Thanthi TV Election Campaign Lok Sabha Elections 2024 Bharatiya Janata Party",Opinionated
தமிழன் தன்னை உணந்து விட்டான் இனி அவனை வெல்ல எவனாலும் முடியாது!! தமிழனை உணர வைத்த சீமான் தான் இனி இனத்தின் காப்பரண்/காவலன் hundred_points,Neutral
"இன்னொரு முறை திராவிட மாடலை கிண்டல் செய்யாதீர்கள், அதை உங்களையே நீங்கள் கேலி செய்வதாகும்' -கோவையில் திமுக வேட்பாளர் கணபதி ராஜ்குமாரை ஆதரித்து மக்கள் நீதி மய்யம் தலைவர் கமல்ஹாசன் பிரச்சாரம் | | | Dravida Munnetra Kazhagam (Political Party) Elections 2024 Vote for India Vote for DMK",Positive
"காங்கிரஸ் ஆட்சி வந்தால் மேகதாது அணை! சித்தராமையா சொல்லி 3 நாள் ஆச்சு! கண்டனம் தெரிவிக்காத முதல்வர் ஸ்டாலின்! கொதிக்கும் அன்புமணி! Indian National Congress Dravida Munnetra Kazhagam (Political Party) MK Stalin, Chief Minister of Tamil Nadu",Substantiated
"தமிழர்களே வாய்ப்பை பயன்படுத்திக்கொள்ளுங்கள்.. Mic, symbol of Naam Tamilar Katchi Mic, the symbol representing the voice of the people People or related to people்களின்_சின்னம்_மைக்",Negative
"இன்று நெய்வேலி தொகுதி தேர்தல் அலுவலகத்தில் வேகாக்கொல்லை கழக நிர்வாகிகள், களப்பணியாளர்கள் உடனான கலந்தாய்வு கூட்டத்தின் பொழுது. Dravida Munnetra Kazhagam (Political Party) DMK IT Wing Vote for India",Opinionated
"சாதிகளை கடந்து நாம் தமிழராக இணைவோம் Tamil (Short form for Tamil-related content)ிருநெல்வேலி பாராளுமன்ற வேட்பாளர் அக்காசத்யாஅவர்களுக்கு Voice or soundிவாங்கி Tamil Nadu or related to Tamilைக் சின்னத்தில் வாக்களிக்கவேண்டும் Tamil Nadu or Southாம்தமிழர் Tamil Nadu or Southாம்தமிழர்கட்சி Tamil Nadu or Southெல்லை Ourுசின்னம்_ஒலிவாங்கி Mic, symbol of Naam Tamilar Katchi Seeman, leader of Naam Tamilar Katchi Naam Tamilar Katchi (Political Party) Seeman for Tamil Nadu Seeman, symbol of Mic Tirunelveli, Tamil Nadu",Neutral
இங்க போராடுன விவசாயிகளை புடிச்சு உள்ள போடுறீங்க அங்க கர்நாடகத்துல உங்களுக்கு இறுதி ஊர்வலம் எடுத்து செல்லும் இந்தஇழிவான அரசியல்வன்மையான கண்டனத்திற்குரியது! Tamil (Short form for Tamil-related content)ிருட்டு_திமுக Politics or communityாத்தானின்_ஆட்சி Dravida Munnetra Kazhagam fails Tamil Nadu Politics or communityாதிவெறி_திராவிடம் Politics or communityாதிவெறி_திமுக By-elections or Deputyிஸ்பரிதாபங்கள் Tamil (Short form for Tamil-related content)ிராவிடமாடல்பரிதாபங்கள்,Opinionated
"விழுப்புரம் NTK வேட்பாளர் இயக்குநர் களஞ்சியத்திற்கு ஆதரவாக Seeman பிரச்சாரம் studio_microphone நமது சின்னம் ஒலிவாங்கி studio_microphone Politics or communityீமானின்_சின்னம்_ஒலிவாங்கி Mic, the symbol representing the voice of the people Naam Tamilar Katchi (Political Party) Seeman, leader of Naam Tamilar Katchi Tamil News Updates 24x7",Substantiated
"Breaking News | ""தமிழ்நாடு எதிலும் முதலிடம்"" - திமுக அறிக்கை Sun News Tamil Channel | Tamil Nadu, Indian State | |",Neutral
அருமை fire fire,Substantiated
"*நாம்தமிழர் 20பெண்புலிகள்.,* People or related to people்களின்_சின்னம்_மைக் Mic, the symbol representing the voice of the people studio_microphone studio_microphone studio_microphone",Substantiated
வாக்களிப்பீர் உதயசூரியன் இந்தியாவிற்கே விடியலை பரிசளிப்போம் Dravida Munnetra Kazhagam (Political Party) Indian National Developmental Inclusive Alliance Ganapathi P Rajkumar for Coimbatore,Opinionated
எனக்கும் அந்த சிந்தனை உண்டு,None of the above
"அதிமுக-னா கே.பி.முனுசாமி தான்..!! All India Anna Dravida Munnetra Kazhagam Narendra Modi, Prime Minister of India",Opinionated
"இபிஎஸ்-ஐ தமிழக மக்கள் மன்னிக்க மாட்டார்கள் - திமுக! All India Anna Dravida Munnetra Kazhagam Edappadi K. Palaniswami Edappadi K. Palaniswami, AIADMK leader Dravida Munnetra Kazhagam (Political Party) Indian General Elections 2024 Election Campaign Activities Tamil News Updates 24x7",Opinionated
"பிரித்தானிய பாராளுமன்ற முன்றலில் திரண்ட நாம் தமிழர் காணொளி Video Link backhand_index_pointing_down Tamil News Tamil Nadu, Indian State Seeman, political leader Mic, symbol of Naam Tamilar Katchi Naam Tamilar Katchi (Political Party) Politics or communityீமானின்_சின்னம்_ஒலிவாங்கி",Negative
"மதுரை முத்து போல PROPERTY காமெடி செய்கிறார் உதயநிதி ; சீமான் கிண்டல்…!!! Update News | Naam Tamilar Katchi (We Tamils Party) | Seeman, leader of Naam Tamilar Katchi | Udhayanidhi Stalin, Minister of Youth Welfare | Dravida Munnetra Kazhagam (Political Party) | Naam Tamilar Katchi (Political Party) | Lok Sabha Election 2024 | Indian Parliament Election 2024 | Politics News | Tamil News Updates |",Sarcastic
"இயேசு வந்து சொன்னாலும் வாக்கை மாற்றி போட மாட்டார்கள்.. Seeman, leader of Naam Tamilar Katchi | Naam Tamilar Katchi (Political Party) | Lok Sabha Elections 2024 | |",Sarcastic
"மைக் சின்னம் அண்ணனுக்கு ஆதரவு கொடுத்த தளபதி? G.O.A.T ரீசண்ட் போஸ்டர கவனிச்சீங்களா? இதுதான் விஷயமா? Tamil Nadu or related to Tamilும்பைதமிழ்மக்கள் | | Naam Tamilar Katchi (Political Party) | | | | Seeman, leader of Naam Tamilar Katchi | Lok Sabha Election 2024 |",Neutral
"நாம் தமிழர் கட்சிக்கு வாக்களிப்போம்! நாளைய தலைமுறைக்கு வாழ்வளிப்போம்! Politics or communityீமானின்_சின்னம்_ஒலிவாங்கி Mic, symbol of Naam Tamilar Katchi Mic, the symbol representing the voice of the people People or related to people்களின்_சின்னம்_மைக் People or related to people்களின்_சின்னம்_ஒலிவாங்கி Mic, the People's Choice",Sarcastic
"""சிலரை சில காலம் ஏமாற்றலாம்; எல்லோரையும் எப்போதும் ஏமாற்ற முடியாது; பா.ஜ.க. ஆட்சியின் முடிவுக்கான Countdown ஆரம்பமாகிவிட்டது!"" - முதலமைச்சர் மு.க.ஸ்டாலின் MK Stalin, Chief Minister of Tamil Nadu Elections 2024",Substantiated
இவ்வளவு கேவலமான விளம்பரத்த பார்த்தா பெண்கள் யாரும் தி.மு.க வுக்கு ஓட்டு போடமாட்டாங்க ! Elections 2024 Dravida Munnetra Kazhagam fails Tamil Nadu,Opinionated
Tamil (Short form for Tamil-related content)ிமுகவினர் பகிரங்கமாக விரட்டியடிப்பு rolling_on_the_floor_laughing fire வெளிய போயா மயிறு rolling_on_the_floor_laughing Mla னா பெரிய ** நீ smirking_face Tamil Nadu-relatedெரம்பலூர் திமுக சட்ட மன்ற உறுப்பினர் Tamil Nadu-relatedிரபாகரனை விரட்டியடித்த ்தூர் இளைஞர்கள் raised_fist இதே போன்று பல இடங்களில் திமுகவினரை விரட்டியடிக்கும் சம்பவம் அரங்கேரிக்கொண்டிருகிறது.. rolling_on_the_floor_laughing rolling_on_the_floor_laughing Dravida Munnetra Kazhagam fails Tamil Nadu,Sarcastic
"அதிமுக செய்தி தொடர்பாளர், அன்பு அண்ணன் மானமிகு.R.M.பாபு முருகவேல் அவர்களுடன் எடுத்துக் கொண்டு புகைப்படம். All India Anna Dravida Munnetra Kazhagam All India Anna Dravida Munnetra Kazhagam Edappadi K. Palaniswami Edappadi K. Palaniswami, Leader of AIADMK",Positive
தளபதிக்கு விசில் போடு மைக் சின்னத்துக்கு ஓட்டு போடு studio_microphone studio_microphone fire fire fire People or related to people்களின்_சின்னம்_மைக்,Positive
திமுகவால இப்போலாம் ஒரு பொய்ய கூட நிம்மதியா பரப்ப முடியல...! எல்லாரோட கையலையும் செல் போன் இருக்கு... உடனுக்குடன் செருப்பால அடிக்கிறாங்க தம்பிங்க மட்டும் இல்ல...தமிழ்நாடே ! DMK Fails Dravida Munnetra Kazhagam fails Tamil Nadu,Opinionated
"red_circle தற்போது நேரலையில்..! திருச்சி நாடாளுமன்றத் தொகுதி வெற்றி வேட்பாளர் அன்புத்தம்பி ஜல்லிக்கட்டு ராஜேஷ் அவர்களை ஆதரித்து இன்று (02-04-2024) திருச்சி பொன் மலை, திலகர் திடலில் மாபெரும் பரப்புரைப் பொதுக்கூட்டம் Ourுசின்னம்_ஒலிவாங்கி",Positive
"காளியம்மாளுக்கு ஏற்பட்ட அசிங்கத்த மக்கள் துடைக்கணும் - நத்தம் சிவசங்கரன் | NTK | சீமான் முழு பேட்டி play_button Seeman, political leader Naam Tamilar Katchi Naam Tamilar Katchi (Political Party)",Neutral
"Watch in on பரப்புரைக் களத்தின் பலத்த விமர்சனங்கள்.. பலம் சேர்ப்பது யாருக்கு Dravida Munnetra Kazhagam (Political Party) vs All India Anna Dravida Munnetra Kazhagam MK Stalin, Chief Minister of Tamil Nadu vs Edappadi K. Palaniswami Elections 2024 Bharatiya Janata Party Narendra Modi, Prime Minister of India Seeman, leader of Naam Tamilar Katchi Indian National Congress Rahul Gandhi, Indian National Congress leader Indian National Developmental Inclusive Alliance",Negative
11/04/24 அன்று பூவிருந்தவல்லி சட்டமன்றத் தொகுதியில் திருவள்ளூர் நாடாளுமன்ற வேட்பாளர் திரு.மு.ஜெகதீஷ் சந்தர் அவர்களை ஆதரித்து தொகுதி உறவுகள் Tamil Nadu or related to Tamilைக் சின்னத்தில் வாக்கு சேகரிப்பில் ஈடுபட்டனர். People or related to people்களின்_சின்னம்_மைக்,Neutral
"திருவரங்கம் கிழக்கு தொகுதி சார்பாக வருகின்ற 2024 பாராளுமன்றத் தேர்தலுக்கான 34ஆம் நாள் - 42ஆம் கட்ட திண்ணைப்பரப்புரை இன்று மாலை அம்பேத்கர் நகர் பகுதிகளில் மிகச் சிறப்பாக நடைபெற்றது People or related to people்களின்_சின்னம்_மைக் Mic, the symbol representing the voice of the people",Substantiated
அடித்துஆடும் அஇஅதிமுக seedling தினரும் திமுக face_with_hand_over_mouth பொய் வாக்குறுதி கூறி மக்களை ஏமாற்றும் இந்த விடியா அரசை Breaking்றைவிரலால்_ஓங்கிஅடிப்போம் Victory or Tamil Naduெல்லட்டும்_இரட்டைஇலை Victory or Tamil Naduாக்களிப்பீர்_இரட்டைஇலை Dravida Munnetra Kazhagam fails Tamil Nadu Tamil (Short form for Tamil-related content)ிமுக_படுதோல்வி_அடையும் Tamil (Short form for Tamil-related content)ிமுக_நாட்டுக்கும்_வீட்டுக்கும்_கேடு,Negative
Young Generation'லாம் ரொம்ப Awareness'ஓட இருக்காங்க : மாணவர்கள் மத்தியில் எழுச்சி வரவேண்டும் | PTD Dravida Munnetra Kazhagam All India Anna Dravida Munnetra Kazhagam Bharatiya Janata Party,Opinionated
"தேர்தல் ராசிபலன் Indian General Elections 2024 MK Stalin, Chief Minister of Tamil Nadu Naam Tamilar Katchi Seeman, political leader Indian National Congress",Negative
மீண்டும் மோடி பிரதமரானால்… சூரியன் உதிக்காது. ஓரேடியா அஸ்தமனம் தான். அதான் இந்த பீதி!! face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy Tamil Naduிழினதுரோகிதிமுக Dravida Munnetra Kazhagam fails Tamil Nadu Tamil Nadu-relatedோதைகூட்டம்திமுக Tamil (Short form for Tamil-related content)ிருட்டுதிமுக Tamil (Short form for Tamil-related content)ிருட்டு_திமுக man_supervillain ogre skull_and_crossbones Trending News,Sarcastic
கதை இயக்கம் ஒளிப்பதிவு இசை அனைவரின் நடிப்புஅசரவைத்தது,None of the above
வடசென்னை மக்களவைத் தொகுதி ஒரு அறிமுகம்!... | Vadachennai | Election 2024 | HTT Lok Sabha Elections 2024 Indian General Elections 2024 Indian National Congress All India Anna Dravida Munnetra Kazhagam Bharatiya Janata Party Naam Tamilar Katchi Tamil Nadu Politics Parliament News,Substantiated
"| ""கண்ணைவிட இந்த மண்ணை நேசிக்கிறேன்"" Click Link: Tamil News Updates 24x7 | | Seeman, leader of Naam Tamilar Katchi | | Election Campaign Activities | Elections 2024",Neutral
"Seeman அண்ணனுக்கு சின்னமும் இல்லை, ஓட்டும் இல்லை - Annamalai Seeman, leader of Naam Tamilar Katchi | K. Annamalai, Tamil Nadu BJP President | Katchatheevu Island Issue | |",Positive
இங்கு 1 to 20 வேட்பாளர்கள் லிஸ்ட் இருக்கிறது. அவரவர் தொகுதியை எடுத்து வாட்ஸஅப்-ல் சொந்தம் நண்பர் உறவினர்கள் என்று நுன்னியல் பரப்புரை செய்யுங்கள். (1/3) People or related to people்களின்_சின்னம்_மைக் Ourுசின்னம்_ஒலிவாங்கி Politics or communityீமானின்_சின்னம்_ஒலிவாங்கி_மைக் Politics or communityீமானின்_சின்னம்_ஒலிவாங்கி 21 to 40 in (2/2),Substantiated
"""இது புதுசா இருக்குன்னே face_with_tears_of_joy "" குடிமகன்கள் கோரிக்கை Seeman, political leader",Sarcastic
என்னாச்சி வாரவன் போறவம்லாம் இவனுங்கள புகழ்ந்துட்டு இருக்கான்…,Sarcastic
தமிழகம் முழுவதும் மதுவிற்கு அடிமைகளை உருவாக்கியாச்சி இனிமேல் தைரியமா விலையை ஏற்றலாம் என்று நம்பிக்கையுடன் 1 லட்சம் கோடி வருமானத்தை எதிர்நோக்கி திராவிட மாடல் வெற்றிநடை போடுகிறது... Tamil (Short form for Tamil-related content)ிராவிடமாடல்பரிதாபங்கள் ாஸ்மாக்அடிமைகள் ுவின்அடிமைகள் Politics or communityாராயமாடல்,Substantiated
இன்று வாக்கு சேகரிக்கும் பணிக்காக,Neutral
"அடிமைகளின் உருட்டுகள்! Edappadi K. Palaniswami Edappadi K. Palaniswami Latest News Update Edappadi்பாடி Edappadi K. Palaniswami, AIADMK leader ுபுடி",Opinionated
"""கட்சி உடையவில்லை ஒன்றாக இருக்கு ! - பேட்டி கொடுப்பதால் ஒன்றும் ஆகப்போறதில்லை - அடிக்கடி தமிழகம்..ஏமாத்து வேலையெல்லாம் எடுபடாது"" - சீறிய ஈபிஎஸ் Edappadi K. Palaniswami | All India Anna Dravida Munnetra Kazhagam | Thanthi TV | Indian General Elections 2024 |",Opinionated
"``மானியம், சலுகை, போனஸ், இலவசம்... இதைத் தவிர இவர்களிடம் வேறு திட்டங்கள் இல்லை!"" - சீமான் Seeman, political leader",Negative
கொடநாடு வழக்கு : எடப்பாடிக்கு நீதிமன்றம் விலக்கு! | Edappadi K. Palaniswami |,Sarcastic
"மேலும் படிக்க : National Eligibility cum Entrance Test Seeman, leader of Naam Tamilar Katchi Naam Tamilar Katchi (Political Party) Indian National Congress Elections Indian Parliament Election Indian Parliament Election 2024 Maalaimalar Tamil News",Neutral
"ஏம்பா நம்ம தலைவர் தமிழக முதலமைச்சர் சாதனையையும், ஒன்றிய அரசின் வேதனையையும் ஒரு ஆன்மீக வாதி புட்டு புட்டு வைக்கிறார் நோட் பண்ணுங்கப்பா நோட்பண்டுங்க எல்லா லாங்க்வேஜ்லயும் நோட் பண்ணுங்க… writing_hand Dravidian Governance Model Vote for India",Sarcastic
"| எது ஒருங்கிணைந்த வளர்ச்சி? Tamil Nadu, Indian State Bharatiya Janata Party Dravida Munnetra Kazhagam (Political Party) MK Stalin, Chief Minister of Tamil Nadu Watch More on:",Neutral
"நாம் தமிழர் கட்சி மண்ணச்சநல்லூர் மேற்கு தொகுதி சிந்தம்பட்டி பகுதியில் வாக்கு சேகரிப்பின் பொழுது வேட்பாளருக்கு சிறப்பான வரவேற்பு அளிக்கப்பட்டது. பெரம்பலூர் பாராளுமன்றத் தொகுதி வெற்றி வேட்பாளர் இரா. தேன்மொழி People or related to people்களின்_சின்னம்_ஒலிவாங்கி Mic, the People's Choice",Neutral
"40 வேட்பாளர்களில் 20 ஆண்கள் 20 பெண்கள், சம வாய்ப்பு..! அதில் 16 மருத்துவர்கள்...!! People or related to people்களின்_சின்னம்_மைக் Mic, voice of the people Tamil Nadu or Southாம்தமிழர்கட்சி",Neutral
திருட்டு திராவிட மாடலுக்கு தர்ம அடி collision collision collision collision dashing_away collision collision அண்ணன் சீமான் fire fire fire fire heart_suit backhand_index_pointing_up backhand_index_pointing_up backhand_index_pointing_up backhand_index_pointing_up backhand_index_pointing_up backhand_index_pointing_up backhand_index_pointing_up backhand_index_pointing_up backhand_index_pointing_up backhand_index_pointing_up backhand_index_pointing_up backhand_index_pointing_up backhand_index_pointing_up backhand_index_pointing_up Ayya (Respectful)ிரம்_ரூபாய்க்கு_பிறந்தவனுங்க ு_வயசான_திருட்டுப்பய,Sarcastic
ஜனநாயகத்துக்கு பேராபத்து ஏற்படுத்தும் Tamil Nadu-relatedாஜக - Tamil (Short form for Tamil-related content)ிமுக Indian General Elections 2024 Victory or Tamil Naduிழுப்புரம்ITWING Dravida Munnetra Kazhagam fails Tamil Nadu Tamil or related contentோழை_திமுகஅரசு Tamil (Short form for Tamil-related content)ிமுககேடுதரும் ுகளின்_கூடாரம்_திமுக,Opinionated
"ஆனந்த விகடன் கார்ட்டூன்கள் எப்போதுமே சிறப்பானவை. மாலியில் தொடங்கி தாணு, ஸ்ரீதர், மதன் என கார்ட்டூன் ஜாம்பவான்கள் சிம்மாசனம் போட்டு அமர்ந்திருந்த பீடம் அது. இங்கே இருப்பது 1971-ல் ஸ்ரீதர் போட்ட ஒரு கார்ட்டூன். இன்றைக்கும் என்ன கச்சிதமாகப் பொருந்துகிறது! Tamil (Short form for Tamil-related content)ிருட்டுதிமுக",Opinionated
"கூட்டணி கட்சி என்று பாராமல், நாயீ, என்று திட்டிய திராவிட அமைச்சர் person_walking person_walking Dravida Munnetra Kazhagam fails Tamil Nadu",Substantiated
"ஏனோ கண் கலங்கிங் கொண்டே இருக்கிறது. இன்று இந்த தங்கைக்கும், தாயாருக்கும் 'புதுமைப்பெண்' &amp; உரிமைத் தொகை மூலம் மாதம் 2000 தருகிறார் fire red_heart folded_hands இட ஒதுக்கீடு, உணவு, பஸ்பாஸ், புத்தகங்கள் என எல்லாவற்றையும் கொடுத்து படிக்க வைக்கிறது திராவிடம்.",Sarcastic
டாப் 10 செய்திகள்: இதை மிஸ் பண்ணாதீங்க! | | | | All India Anna Dravida Munnetra Kazhagam | Edappadi K. Palaniswami | | | | | |,Sarcastic
ஓ அப்படியாஆனாலும் நீ gents,None of the above
"Politics or communityீமானின்_சின்னம்_ஒலிவாங்கி Seeman, leader of Naam Tamilar Katchi Seeman in 2024 elections Seeman for Tamil Nadu Seeman's Political Ideology Politics or communityீமானிசம் People or related to people்கள்-தலைவன்-சீமான் தமிழர்களின் சுயநிர்ணய உரிமை | ஐந்து காங்கிரஸ் உறுப்பினர்கள் கையொப்பம் | Rep. Don Davis via",Opinionated
"பள்ளி , கல்லூரி படிப்பை இலவசமாக தாருங்கள் பேருந்து கட்டணத்தை மக்கள் ஏற்றுக் கொள்வார்கள் . தரமான இலவச குடிநீரைத் தாருங்கள் 1000 ரூ வேண்டாம் . - செந்தமிழன் சீமான் தலைமை ஒருங்கிணைப்பாளர் People or related to people்களின்_சின்னம்_மைக் Mic, the symbol representing the voice of the people Tamil Nadu or Southாம்தமிழர்கட்சி",Sarcastic
"வீரன் fire எங்க கருப்பசாமி red_heart People or related to people்களின்_சின்னம்_மைக் Mic, the symbol representing the voice of the people நாங்கள் வென்று காட்டுவோம்...",Sarcastic
"சீமானை நான் கட்சியாகவே கருதவில்லை, அவ்வளவு மோசமாக இருக்கிறது - Pala. Karuppiah Full Episode Link: Seeman, political leader Naam Tamilar Katchi Naam Tamilar Katchi (We Tamils Party) Katchatheevu Island Issue All India Anna Dravida Munnetra Kazhagam Edappadi K. Palaniswami",Negative
"திருவரங்கம் கிழக்கு தொகுதி சார்பாக 2024 பாராளுமன்றத் தேர்தலுக்கான வாகனப் பரப்புரை இன்று திருவரங்கம் நகரம் பகுதிகளில் மிகச் சிறப்பாக நடைபெறுகிறது. People or related to people்களின்_சின்னம்_மைக் Mic, the symbol representing the voice of the people",Substantiated
எப்போ பாத்தாலும் திங்குறதிலயே இருக்குதுங்க person_facepalming person_facepalming Dravida Munnetra Kazhagam fails Tamil Nadu #,Opinionated
"இன்றைய தினம், மாண்புமிகு பாரதப் பிரதமர் திரு அவர்கள், ஏழை எளிய மக்கள், பெண்கள், இளைஞர்கள், விவசாயிகள், மாற்றுத்திறனாளர்கள் என அனைத்துத் தரப்பு மக்களையும் உள்ளடக்கிய வளர்ச்சிக்கான தேர்தல் வாக்குறுதிகளை, உறுதிப் பத்திரம் என்ற பெயரில் வெளியிட்டுள்ளார். நமது பிரதமர் திரு அவர்கள் வெளியிட்டுள்ள பாஜகவின் தேர்தல் வாக்குறுதிகளில், தமிழகத்தின் பெருமையாம் தெய்வப்புலவர் திருவள்ளுவர் அவர்கள் பெயரால், உலகம் முழுவதும் கலாச்சார மையங்கள் அமைப்போம் என்றும், உலகின் மிகத் தொன்மையான மொழியான நமது தமிழ் மொழியின் பெருமையை, உலக அரங்கில் மேலும் அதிகரிக்க பாஜக அரசு நடவடிக்கை எடுக்கும் என்றும் தனிச் சிறப்பாகக் குறிப்பிடப்பட்டுள்ளது பெருமகிழ்ச்சி அளிக்கிறது. தமிழ் மொழியை மேலும் பலமடங்கு பெருமைப்படுத்தும் விதமாக வாக்குறுதிகளை வழங்கியுள்ள, நமது மாண்புமிகு பாரதப் பிரதமர் திரு அவர்களுக்கு சார்பாகவும், தமிழக மக்களின் சார்பாகவும் மனமார்ந்த நன்றிகளை தெரிவித்துக் கொள்கிறோம்.",Positive
"பன்னீர் கையால ஒரு வாய் டீ குடிக்க கூட எவனும் வரமாட்டான்: மாநாடு ஸ்கெட்ச் போட்ட ஓபிஎஸ் ஸை ஓவராய் கலாய்க்கும் எடப்பாடி அண்ட்கோ. Edappadi K. Palaniswami Edappadi K. Palaniswami Edappadi K. Palaniswami, AIADMK leader All India Anna Dravida Munnetra Kazhagam All India Anna Dravida Munnetra Kazhagam O. Panneerselvam, AIADMK Leader",Sarcastic
"செந்தில் பாலாஜி பற்றி பேசும் அண்ணாமலை, கனிமவள கொள்ளை பற்றி ஏன் பேசுவதில்லை Seeman, leader of Naam Tamilar Katchi | Naam Tamilar Katchi (Political Party) | Indian Parliament Election | Naam Tamilar Katchi (Political Party) | Indian Parliament Election Bharatiya Janata Party Naam Tamilar Katchi (We Tamils Party) Indian General Elections 2024 Election Campaign Activities Lok Sabha Election 2024",Neutral
"நமது சின்னம் உதய சூரியன் தேர்தல் நாள்: ஏப்ரல் 19, 2024 Dravida Munnetra Kazhagam (Political Party) MK Stalin, Chief Minister of Tamil Nadu Udhayanidhi Stalin, Minister of Youth Welfare",Sarcastic
ஜவாஹிருல்லா (M. H. Jawahirullah) தமிழ்நாடு முஸ்லிம் முன்னேற்றக் கழகம் மற்றும் மனிதநேய மக்கள் கட்சியின் தலைவர் கருணா நிதியின் அராஜகம் பற்றி கூறியது இசுலாமிய மக்களை அடிமைகளாக வைத்திருக்கும் Tamil (Short form for Tamil-related content)ிருட்டு_திராவிடம் ுலாமிய_விரோதி_திமுக By-elections or Deputyிஸ்பரிதாபங்கள் Tamil (Short form for Tamil-related content)ிராவிடமாடல்பரிதாபங்கள்,Substantiated
""" மகன் திருடனை விட அப்பா திருடனே மேல் "" அப்பா திருடன் - கருணாநிதி மகன் திருடன் - ஸ்டாலின் மூன்றாவதாக பேரன் திருடன் தயாராகி கொண்டிருக்கிறார். face_with_tears_of_joy -செந்தமிழன் சீமான் தலைமை ஒருங்கிணைப்பாளர் Seeman, political leader | Naam Tamilar Katchi (Political Party) | Politics or communityீமானின்_சின்னம்_ஒலிவாங்கி Mic, symbol of Naam Tamilar Katchi Elections 2024",Sarcastic
பள்ளிக்கு சென்ற 10ஆம் வகுப்பு மாணவி 3 நாட்களுக்குப் பிறகு கல்குவாரி குட்டையில் சடலமாக மீட்பு... சென்னையை அதிரவைத்த சம்பவம் அமைதி பூங்கா / திராவிட மாடல் ..!!,Opinionated
"காஞ்சிபுரம் திமுக MLA எழிலரசன் இன்ஸ்பெக்டரை: ""பார்த்து போ நீ... ஓட விட்டுறுவோம்... தேவிடியா பசங்களா... கலெக்டர், SP எந்த மயிரானாவது வரட்டும் ஓட விட்டுறுவோம் திமுக ஆபாசமா பொது வெளியில் பேசுறான் இந்த திராவிடியா பசங்க ஒரு நபர் தனியா போனில் பேசுனத எடுத்து போடுவானுங்க sneezing_face sneezing_face",Negative
சினிமா உலகத்தின் ஜாம்பவான் மறைஞ்சிட்டாரு...!உருக்கமாக பேசிய தேவா...! All India Anna Dravida Munnetra Kazhagam Tamil News Updates 24x7,Opinionated
"சிவகங்கை தொகுதி வேட்பாளரை ஆதரித்து சீமான் வாக்கு சேகரிப்பு Naam Tamilar Katchi (Political Party) Seeman, leader of Naam Tamilar Katchi Election Campaign Activities Tamil News Updates 24x7",Negative
"ஸ்டாலின் செய்த துரோகம்... மக்கள் பாடம் புகட்டுவார்கள்'... அன்புமணி ராமதாஸ் கடும் கண்டனம்! MK Stalin, Chief Minister of Tamil Nadu Lok Sabha Election 2024 Tamil News Updates",Sarcastic
"ஏன் இந்த ஈனப்பிழப்பு!?? பாவம், கடவுள் பக்தி உள்ள ரகுவரன் சார் Tamil Nadu-relatedெரியார்பேத்தி கிட்ட மாட்டிட்டு அல்பாயிசுல போய்ட்டாரு Tamil (Short form for Tamil-related content)ிராவிடமாடல்பரிதாபங்கள் Tamil (Short form for Tamil-related content)ிராவிடத்தால்வீழ்ந்தோம்",Neutral
கஞ்சா பழக்கத்தை ஆதரிக்கும் திமுக enraged_face DMK Fails Dravida Munnetra Kazhagam fails Tamil Nadu Victory or Tamil Naduிடியாத_திமுகஅரசு Victory or Tamil Naduிடியா_அரசு,Opinionated
